D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_40_565.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_40_565.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_40_565.jpg,0,0.9478933,0,1.867694
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_40_643.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_40_643.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_40_643.jpg,0,1,0,2.81573
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_40_722.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_40_722.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_40_722.jpg,0,1,0,3.516747
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_40_789.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_40_789.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_40_789.jpg,-0.1,1,0,4.45455
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_40_859.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_40_859.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_40_859.jpg,-0.25,1,0,5.144077
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_40_931.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_40_931.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_40_931.jpg,0,1,0,6.057305
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_011.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_011.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_011.jpg,0,1,0,6.974337
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_078.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_078.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_078.jpg,0,1,0,7.657791
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_153.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_153.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_153.jpg,-0.15,1,0,8.557798
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_231.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_231.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_231.jpg,-0.35,1,0,9.426673
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_311.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_311.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_311.jpg,0,1,0,10.27471
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_380.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_380.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_380.jpg,0,1,0,10.93236
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_448.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_448.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_448.jpg,-0.2,1,0,11.6419
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_530.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_530.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_530.jpg,-0.4,1,0,12.5569
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_606.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_606.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_606.jpg,0,1,0,13.24272
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_681.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_681.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_681.jpg,-0.1,1,0,14.20259
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_747.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_747.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_747.jpg,-0.3,1,0,15.05508
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_816.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_816.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_816.jpg,-0.45,1,0,15.4247
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_887.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_887.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_887.jpg,-0.6500001,1,0,16.16243
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_41_957.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_41_957.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_41_957.jpg,0,1,0,16.8757
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_033.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_033.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_033.jpg,0,1,0,17.70005
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_116.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_116.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_116.jpg,-0.15,1,0,18.51913
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_188.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_188.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_188.jpg,-0.35,1,0,19.28857
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_259.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_259.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_259.jpg,0,1,0,19.76
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_332.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_332.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_332.jpg,-0.05,1,0,20.58039
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_405.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_405.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_405.jpg,-0.25,1,0,21.37828
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_473.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_473.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_473.jpg,-0.4,1,0,21.97438
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_549.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_549.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_549.jpg,-0.6000001,1,0,22.61751
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_619.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_619.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_619.jpg,0,1,0,23.10683
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_689.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_689.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_689.jpg,-0.05,1,0,23.86509
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_768.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_768.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_768.jpg,-0.25,1,0,24.6346
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_845.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_845.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_845.jpg,0,1,0,25.36901
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_921.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_921.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_921.jpg,0,1,0,25.93722
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_42_996.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_42_996.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_42_996.jpg,0,1,0,26.69432
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_43_080.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_43_080.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_43_080.jpg,-0.1,1,0,27.44503
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_43_159.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_43_159.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_43_159.jpg,-0.3,1,0,28.14803
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_43_239.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_43_239.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_43_239.jpg,0,1,0,28.8827
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_43_321.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_43_321.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_43_321.jpg,-0.2,1,0,29.60706
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_43_398.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_43_398.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_43_398.jpg,-0.4,1,0,30.15955
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_43_467.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_43_467.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_43_467.jpg,0,1,0,30.18873
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_43_567.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_43_567.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_43_567.jpg,-0.25,1,0,30.17966
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_43_668.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_43_668.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_43_668.jpg,0,1,0,30.18826
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_43_762.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_43_762.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_43_762.jpg,-0.1,1,0,30.19008
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_43_867.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_43_867.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_43_867.jpg,-0.4,1,0,30.1612
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_43_970.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_43_970.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_43_970.jpg,0,1,0,30.18928
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_44_140.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_44_140.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_44_140.jpg,0,1,0,30.19022
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_44_210.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_44_210.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_44_210.jpg,-0.2,1,0,30.18194
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_44_301.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_44_301.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_44_301.jpg,0,1,0,30.1899
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_44_398.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_44_398.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_44_398.jpg,-0.25,1,0,30.17698
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_44_502.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_44_502.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_44_502.jpg,0,1,0,30.19001
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_44_607.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_44_607.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_44_607.jpg,-0.3,1,0,30.17167
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_44_707.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_44_707.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_44_707.jpg,0,1,0,30.1876
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_44_814.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_44_814.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_44_814.jpg,-0.1,1,0,30.19042
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_44_927.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_44_927.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_44_927.jpg,-0.4,1,0,30.16091
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_047.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_047.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_047.jpg,0,1,0,30.18892
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_125.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_125.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_125.jpg,0,1,0,30.19021
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_201.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_201.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_201.jpg,-0.15,1,0,30.186
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_268.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_268.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_268.jpg,-0.35,1,0,30.16534
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_345.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_345.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_345.jpg,0,1,0,30.18948
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_426.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_426.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_426.jpg,0,1,0,30.19011
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_504.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_504.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_504.jpg,0,1,0,30.1903
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_578.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_578.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_578.jpg,0,1,0,30.19031
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_646.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_646.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_646.jpg,0,1,0,30.18988
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_716.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_716.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_716.jpg,-0.05,1,0,30.18977
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_796.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_796.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_796.jpg,-0.25,1,0,30.17496
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_872.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_872.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_872.jpg,0,1,0,30.18803
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_45_952.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_45_952.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_45_952.jpg,0,1,0,30.19009
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_022.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_022.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_022.jpg,0,1,0,30.19025
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_092.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_092.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_092.jpg,0,1,0,30.19027
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_170.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_170.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_170.jpg,0,1,0,30.19029
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_239.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_239.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_239.jpg,0,1,0,30.19032
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_311.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_311.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_311.jpg,-0.1,1,0,30.18775
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_378.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_378.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_378.jpg,-0.25,1,0,30.17488
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_447.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_447.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_447.jpg,0,1,0,30.19012
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_524.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_524.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_524.jpg,0,1,0,30.18939
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_605.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_605.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_605.jpg,0,1,0,30.1902
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_673.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_673.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_673.jpg,0,1,0,30.19025
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_747.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_747.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_747.jpg,-0.05,1,0,30.18955
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_830.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_830.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_830.jpg,-0.25,1,0,30.17538
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_900.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_900.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_900.jpg,-0.4,1,0,30.15801
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_46_967.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_46_967.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_46_967.jpg,0,1,0,30.18569
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_47_035.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_47_035.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_47_035.jpg,0,1,0,30.18832
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_47_122.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_47_122.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_47_122.jpg,0,1,0,30.18994
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_47_195.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_47_195.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_47_195.jpg,0,1,0,30.19025
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_47_267.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_47_267.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_47_267.jpg,0,1,0,30.1903
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_47_352.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_47_352.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_47_352.jpg,0,1,0,30.18938
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_47_419.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_47_419.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_47_419.jpg,0,1,0,30.19011
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_47_494.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_47_494.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_47_494.jpg,-0.2,1,0,30.18025
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_47_577.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_47_577.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_47_577.jpg,0,1,0,30.1904
D:\DANE_UDACITY\IMG\center_2019_03_16_14_32_47_660.jpg,D:\DANE_UDACITY\IMG\left_2019_03_16_14_32_47_660.jpg,D:\DANE_UDACITY\IMG\right_2019_03_16_14_32_47_660.jpg,0,1,0,30.18853
